message_id,sms_text,sender_type,message_length,contains_url,contains_phone,contains_email,contains_currency,contains_special_chars,language,label
1093,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1094,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1095,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1096,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1097,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1098,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1099,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1100,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1101,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1102,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1103,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1104,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1105,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1106,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1107,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1108,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1109,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1110,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1111,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1112,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1113,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1114,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1115,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1116,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1117,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1118,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1119,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1120,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1121,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1122,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1123,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1124,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1125,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1126,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1127,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1128,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1129,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1130,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1131,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1132,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1133,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1134,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1135,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1136,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1137,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1138,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1139,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1140,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1141,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1142,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1143,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1144,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1145,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1146,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1147,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1148,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1149,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1150,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1151,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1152,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1153,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1154,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1155,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1156,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1157,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1158,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1159,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1160,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1161,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1162,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1163,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1164,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1165,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1166,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1167,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1168,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1169,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1170,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1171,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1172,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1173,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1174,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1175,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1176,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1177,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1178,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1179,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1180,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1181,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1182,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1183,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1184,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1185,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1186,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1187,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1188,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1189,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1190,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1191,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1192,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1193,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1194,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1195,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1196,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1197,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1198,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1199,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1200,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1201,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1202,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1203,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1204,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1205,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1206,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1207,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1208,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1209,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1210,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1211,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1212,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1213,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1214,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1215,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1216,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1217,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1218,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1219,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1220,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1221,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1222,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1223,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1224,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1225,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1226,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1227,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1228,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1229,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1230,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1231,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1232,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1233,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1234,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1235,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1236,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1237,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1238,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1239,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1240,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1241,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1242,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1243,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1244,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1245,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1246,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1247,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1248,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1249,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1250,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1251,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1252,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1253,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1254,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1255,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1256,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1257,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1258,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1259,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1260,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1261,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1262,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1263,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1264,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1265,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1266,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1267,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1268,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1269,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1270,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1271,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1272,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1273,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1274,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1275,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1276,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1277,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1278,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1279,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1280,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1281,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1282,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1283,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1284,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1285,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1286,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1287,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1288,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1289,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1290,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1291,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1292,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1293,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1294,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1295,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1296,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1297,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1298,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1299,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1300,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1301,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1302,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1303,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1304,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1305,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1306,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1307,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1308,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1309,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1310,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1311,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1312,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1313,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1314,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1315,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1316,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1317,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1318,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1319,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1320,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1321,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1322,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1323,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1324,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1325,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1326,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1327,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1328,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1329,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1330,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1331,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1332,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1333,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1334,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1335,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1336,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1337,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1338,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1339,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1340,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1341,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1342,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1343,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1344,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1345,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1346,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1347,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1348,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1349,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1350,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1351,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1352,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1353,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1354,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1355,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1356,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1357,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1358,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1359,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1360,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1361,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1362,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1363,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1364,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1365,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1366,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1367,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1368,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1369,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1370,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1371,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1372,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1373,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1374,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1375,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1376,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1377,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1378,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1379,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1380,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1381,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1382,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1383,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1384,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1385,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1386,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1387,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1388,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1389,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1390,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1391,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1392,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1393,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1394,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1395,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1396,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
1397,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1398,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1399,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1400,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1401,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1402,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1403,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1404,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1405,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1406,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1407,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1408,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1409,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1410,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1411,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1412,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1413,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1414,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1415,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1416,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1417,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1418,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1419,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1420,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1421,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1422,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1423,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1424,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1425,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1426,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1427,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1428,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1429,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1430,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1431,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1432,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1433,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1434,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1435,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1436,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1437,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1438,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1439,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1440,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1441,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1442,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1443,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1444,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1445,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
1446,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1447,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
1448,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1449,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1450,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
1451,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1452,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
1453,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1454,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
1455,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1456,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
1457,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1458,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
1459,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
